onset	duration	nwb_table	error_run	stim_run	both_visit	condition	label
22.0	498.0	states					nrem
520.0	9.0	states					transit
529.0	105.0	states					rem
634.0	963.0	states					nrem
1597.0	19.0	states					transit
1616.0	136.0	states					rem
1752.0	1211.0	states					nrem
2963.0	705.0	states					awake
3668.0	144.0	states					quiet
3812.0	407.0	states					awake
4219.0	448.0	states					nrem
4667.0	12.0	states					transit
4679.0	67.0	states					rem
4746.0	760.0	states					nrem
5506.0	25.0	states					transit
5531.0	196.0	states					rem
5727.0	425.0	states					nrem
6152.0	13224.0	states					awake
6153.3184	3433.3696	epochs					
6166.5704000000005	68.61359999999968	trials	0.0	0.0	0.0	run_left	
6235.184	59.736799999999675	trials	0.0	0.0	0.0	run_right	
6294.9208	95.88720000000012	trials	0.0	0.0	0.0	run_left	
6390.808	73.13600000000042	trials	1.0	0.0	0.0	run_left	
6463.944	120.79759999999897	trials	0.0	0.0	0.0	run_right	
6584.741599999999	147.44080000000122	trials	0.0	0.0	0.0	run_left	
6732.182400000001	49.15279999999984	trials	0.0	0.0	0.0	run_right	
6781.3352	95.46159999999963	trials	0.0	0.0	0.0	run_left	
6876.7968	59.787999999999556	trials	0.0	0.0	0.0	run_right	
6936.5848	50.28240000000096	trials	0.0	0.0	0.0	run_left	
6986.867200000001	75.01039999999921	trials	0.0	0.0	0.0	run_right	
7061.8776	126.1840000000002	trials	0.0	0.0	0.0	run_left	
7188.0616	48.77840000000015	trials	0.0	0.0	0.0	run_right	
7236.84	95.4431999999997	trials	0.0	0.0	0.0	run_left	
7332.2832	48.70960000000014	trials	0.0	0.0	0.0	run_right	
7380.9928	121.11679999999978	trials	0.0	0.0	0.0	run_left	
7502.1096	102.61040000000048	trials	0.0	0.0	0.0	run_right	
7604.72	61.357599999999366	trials	0.0	0.0	0.0	run_left	
7666.0776	94.46080000000075	trials	0.0	0.0	0.0	run_right	
7760.5384	65.36719999999968	trials	1.0	0.0	0.0	run_right	
7825.9056	66.08640000000014	trials	0.0	0.0	0.0	run_left	
7891.992	126.47199999999975	trials	1.0	0.0	0.0	run_left	
8018.464	102.1224000000002	trials	0.0	0.0	0.0	run_right	
8120.5864	89.0	trials	0.0	0.0	0.0	run_left	
8209.5864	59.658400000000256	trials	0.0	0.0	0.0	run_right	
8269.2448	104.12799999999879	trials	0.0	0.0	0.0	run_left	
8373.3728	93.62880000000041	trials	1.0	0.0	0.0	run_left	
8467.0016	162.27520000000186	trials	0.0	0.0	0.0	run_right	
8629.276800000001	135.68479999999727	trials	1.0	0.0	0.0	run_right	
8764.961599999999	348.7352000000028	trials	1.0	0.0	0.0	run_right	
9113.696800000002	51.238399999998364	trials	0.0	0.0	0.0	run_left	
9164.9352	68.07840000000033	trials	0.0	0.0	0.0	run_right	
9233.0136	174.35759999999937	trials	1.0	0.0	0.0	run_right	
9407.3712	179.32880000000114	trials	0.0	0.0	0.0	run_left	
9587.84	1144.1407999999992	epochs					
10733.0048	1286.3743999999988	epochs					
12020.5824	1216.6144000000004	epochs					
13238.2208	1291.3664000000008	epochs					
15684.4032	1227.9807999999975	epochs					
16913.408	2462.873599999999	epochs					
