onset	duration	nwb_table	error_run	stim_run	both_visit	condition	label
6.0	1606.0	states					awake
1612.0	156.0	states					quiet
1768.0	1081.0	states					nrem
2849.0	21.0	states					transit
2870.0	49.0	states					rem
2919.0	943.0	states					nrem
3862.0	23.0	states					transit
3885.0	84.0	states					rem
3969.0	458.0	states					nrem
4427.0	10.0	states					transit
4437.0	13.0	states					rem
4450.0	697.0	states					awake
5147.0	156.0	states					quiet
5303.0	194.0	states					awake
5497.0	146.0	states					quiet
5643.0	612.0	states					nrem
6255.0	29.0	states					transit
6284.0	107.0	states					rem
6391.0	441.0	states					nrem
6832.0	8283.0	states					awake
6835.6096	1841.0752000000011	epochs					
6845.2008	83.10240000000067	trials	0.0	0.0	0.0	run_left	
6928.3032	86.55199999999968	trials	0.0	0.0	0.0	run_right	
7014.8552	95.02880000000005	trials	0.0	0.0	0.0	run_left	
7109.884	58.495200000000295	trials	0.0	0.0	0.0	run_right	
7168.3792	41.44719999999961	trials	1.0	0.0	0.0	run_right	
7209.8264	63.840000000000146	trials	0.0	0.0	0.0	run_left	
7273.6664	112.63760000000002	trials	0.0	0.0	0.0	run_right	
7386.304	44.32719999999972	trials	0.0	0.0	0.0	run_left	
7430.6312	64.11279999999988	trials	1.0	0.0	0.0	run_left	
7494.744	52.67920000000049	trials	0.0	0.0	0.0	run_right	
7547.4232	85.00799999999981	trials	0.0	0.0	0.0	run_left	
7632.4312	39.14879999999994	trials	0.0	0.0	0.0	run_right	
7671.58	196.79280000000017	trials	1.0	0.0	0.0	run_right	
7868.3728	62.073600000000624	trials	0.0	0.0	0.0	run_left	
7930.446400000001	115.85119999999915	trials	0.0	0.0	0.0	run_right	
8046.2976	101.38560000000052	trials	0.0	0.0	0.0	run_left	
8147.6832	46.60559999999987	trials	0.0	0.0	0.0	run_right	
8194.2888	76.29600000000028	trials	0.0	0.0	0.0	run_left	
8270.5848	164.07359999999971	trials	0.0	0.0	0.0	run_right	
8434.6584	242.04160000000047	trials	0.0	0.0	0.0	run_left	
8677.8112	1063.9871999999996	epochs					
9742.8224	1049.5744000000013	epochs					
10793.4208	1026.0735999999997	epochs					
11820.5184	1073.9712	epochs					
12895.5136	1072.8703999999998	epochs					
15115.0	77.0	states					quiet
15192.0	49.0	states					awake
15241.0	55.0	states					quiet
15296.0	53.0	states					awake
15349.0	105.0	states					quiet
15454.0	673.0	states					awake
16127.0	84.0	states					quiet
16211.0	217.0	states					awake
16428.0	74.0	states					quiet
16502.0	269.0	states					awake
16771.0	75.0	states					quiet
16846.0	400.0	states					awake
17246.0	185.0	states					quiet
17431.0	198.0	states					nrem
36791.808	2350.182400000005	epochs					
36800.1584	60.66960000000108	trials	0.0	0.0	0.0	run_left	
36860.828	45.43439999999828	trials	0.0	0.0	0.0	run_right	
36906.2624	72.11680000000342	trials	0.0	0.0	0.0	run_left	
36978.3792	51.02880000000005	trials	0.0	1.0	0.0	run_right	
37029.408	54.16639999999461	trials	0.0	1.0	0.0	run_left	
37083.5744	41.78720000000612	trials	0.0	1.0	0.0	run_right	
37125.361600000004	37.51119999999355	trials	0.0	0.0	0.0	run_left	
37162.8728	227.91120000000228	trials	0.0	0.0	0.0	run_right	
37390.784	126.08640000000014	trials	0.0	1.0	0.0	run_left	
37516.8704	61.47920000000158	trials	0.0	1.0	0.0	run_right	
37578.3496	55.02399999999761	trials	0.0	0.0	0.0	run_left	
37633.3736	54.10319999999774	trials	0.0	0.0	0.0	run_right	
37687.4768	50.456800000007206	trials	0.0	0.0	0.0	run_left	
37737.933600000004	42.63199999999779	trials	0.0	1.0	0.0	run_right	
37780.5656	42.391999999999825	trials	0.0	1.0	0.0	run_left	
37822.9576	50.81999999999971	trials	0.0	1.0	0.0	run_right	
37873.7776	118.77760000000126	trials	1.0	0.0	0.0	run_right	
37992.5552	263.0935999999929	trials	0.0	0.0	0.0	run_left	
38255.648799999995	50.849600000001374	trials	0.0	1.0	0.0	run_right	
38306.4984	48.42960000000312	trials	0.0	1.0	0.0	run_left	
38354.928	60.4487999999983	trials	0.0	0.0	0.0	run_right	
38415.3768	89.75920000000042	trials	0.0	0.0	0.0	run_left	
38505.136	151.1576000000059	trials	1.0	0.0	0.0	run_left	
38656.293600000005	97.61359999999695	trials	1.0	1.0	0.0	run_left	
38753.9072	66.92559999999503	trials	0.0	1.0	0.0	run_right	
38820.8328	128.51680000000488	trials	0.0	1.0	0.0	run_left	
38949.3496	192.65039999999863	trials	0.0	0.0	0.0	run_right	
